"api_number","reported_on","barrels_oil","mcf_gas","barrels_water","days_producing"
"4900536620","20070901","0","336.9","0",""
"4900534774","20070901","0","927.9","4418.1",""
"4900534775","20070901","0","756.9","489.9",""
"4900541440","20070901","0","485.1","0",""
"4900541454","20070801","0","3343.04","2076.07",""
"4900541455","20070801","0","1097.09","0",""
"4900541456","20070801","0","981.15","0",""
"4900540006","20070801","0","1102.05","704.94",""
"4900540357","20070801","0","0","526.07",""
"4900535441","20061001","0","134.85","0",""
"4900535442","20030901","0","18.9","0",""
"4900544966","20070801","0","496.93","0",""
"4900530711","20020701","0","327.98","0",""
"4900536482","20050701","0","478.95","0",""
"4900536483","20050701","0","478.95","0",""
"4900530712","20070801","0","0","31",""
"4900530719","20020701","0","216.07","0",""
"4900541491","20070901","0","300.9","8175",""
"4900530263","20030601","0","24","0",""
"4900541498","20060401","0","0","630",""
"4900541497","20060201","0","17.08","0",""
"4900541499","20060101","0","7.13","0",""
"4900541503","20060701","0","0","128.03",""
"4900541511","20030901","0","23.1","0",""
"4900541512","20030901","0","32.1","0",""
"4900541500","20061001","0","0","6386.93",""
"4900543187","20060201","0","26.04","0",""
"4900541522","20070901","0","0","1092",""
"4900541524","20070901","0","897","1148.1",""
"4900541525","20070701","0","0","3720",""
"4900541527","20070901","0","534.9","8091",""
"4900541528","20070901","0","305.1","4617",""
"4900541530","20060501","0","21.08","0",""
"4900541526","20070901","0","185.1","150",""
"4900541186","20070801","0","240.87","21.08",""
"4900551534","20070801","0","208.01","0",""
"4900551535","20070801","0","1727.94","0",""
"4900541562","20070801","0","20.15","0",""
"4900541563","20061201","0","1.86","0",""
"4900541448","20070801","0","1262.94","122.14",""
"4900541450","20070801","0","1926.96","279.93",""
"4900541451","20070801","0","159.96","0",""
"4900541261","20070801","0","882.88","3033.04",""
"4900541540","20050701","0","79.05","0",""
"4900541550","20070701","0","5.89","0",""
"4900541551","20070801","0","444.85","177.94",""
"4900541542","20070801","0","0","3308.01",""
"4900541544","20070301","0","82.15","31",""
"4900540896","20070801","0","779.03","673.01",""
"4900542179","20070901","0","3","1440",""
"4900542180","20070901","0","0","1920",""
"4900542181","20070901","0","42.9","1440",""
"4900541898","20050101","0","4.03","0",""
"4900541907","20040801","0","0","10696.86",""
"4900541908","20040701","0","34.1","0",""
"4900548449","20060401","0","2790.9","1080",""
"4900531590","20030501","0","1713.06","0",""
"4900541681","20070801","0","65.1","0",""
"4900541682","20070801","0",".93","0",""
"4900542202","20070401","0","266.1","0",""
"4900552539","20070801","0","66.03","0",""
"4900542206","20070901","0","923.1","1800",""
"4900550777","20070501","0","1850.08","0",""
"4900534660","20070901","0","881.1","54.9",""
"4900542215","20070901","0","153","0",""
"4900542207","20070901","0","606","1200",""
"4900542218","20070901","0","1736.1","1050",""
"4900542219","20070901","0","1443","1365",""
"4900542220","20070901","0","735","1500",""
"4900541638","20070901","0","471","1350",""
"4900551160","20070601","0","1563","450",""
"4900541457","20070801","0","2232.93","4499.96",""
"4900541459","20070801","0","739.97","0",""
"4900542239","20070801","0","1425.07","0",""
"4900542240","20070801","0","1457","0",""
"4900542241","20070801","0","602.95","0",""
"4900542242","20070801","0","1477.15","0",""
"4900542247","20070701","0","4.96","88.97",""
"4900532599","20050501","0","345.03","0",""
"4900542274","20070801","0","389.98","48.98",""
"4900542279","20070801","0","469.03","6985.85",""
"4900534612","20070901","0","267","0",""
"4900541639","20070901","0","1526.1","0",""
"4900542948","20060401","0","1398","0",""
"4900543831","20050701","0","1554.03","0",""
"4900543833","20060501","0","2440.94","0",""
"4900544857","20040501","0","1599.91","0",""
"4900547183","20060401","0","2889","0",""
"4900542302","20070301","0","124","0",""
"4900542268","20070801","0","2958.95","1429.1",""
"4900542269","20070801","0","1660.05","661.85",""
"4900542307","20070801","0","94.86","1262.01",""
"4900542270","20070801","0","3349.86","2262.07",""
"4900542309","20070801","0","721.06","1882.01",""
"4900542310","20070801","0","1513.11","1855.97",""
"4900542311","20070801","0","0","270.94",""
"4900542312","20070801","0","4968.06","1341.06",""
"4900542313","20070801","0","1452.04","252.96",""
"4900542314","20070801","0","1452.97","355.88",""
"4900542341","20070801","0","1650.13","0",""
"4900532646","20031001","0","83.08","0",""
"4900532654","20031001","0","88.04","0",""
"4900535583","20010901","0","8.1","156.9",""
"4900542356","20070801","0","2302.06","637.05",""
"4900541909","20040101","0","465.93","0",""
"4900541910","20040701","0","45.88","0",""
"4900541911","20040101","0","3259.03","0",""
"4900541912","20040901","0","63.9","0",""
"4900534920","20070801","0","460.97","0",""
"4900534921","20070801","0","382.85","620",""
"4900535457","20070801","0","0","9300",""
"4900534922","20070801","0","141.05","0",""
"4900534923","20070801","0","789.88","0",""
"4900534459","20030401","0","0","11.1",""
"4900536484","20050701","0","478.95","0",""
"4900541913","20050701","0","251.1","0",""
"4900536485","20040801","0","0","2056.85",""
"4900536486","20050701","0","478.95","0",""
"4900541914","20040701","0","239.94","0",""
"4900541915","20040801","0","0","65829.12",""
"4900541916","20040101","0","0","12342.96",""
"4900541920","20040801","0","370.14","0",""
"4900536487","20050701","0","478.95","0",""
"4900536488","20050701","0","478.95","53142.99",""
"4900536489","20020401","0","732","12651.9",""
"4900543359","20070801","0","1040.98","0",""
"4900540723","20070801","0","1231.94","0",""
"4900540724","20070801","0","2441.87","0",""
"4900540725","20070801","0","925.97","3563.14",""
"4900540783","20070801","0","1010.91","1550",""
"4900531222","20070801","0","699.05","0",""
"4900530723","20020701","0","243.97","0",""
"4900541840","20070901","0","1335.9","668.1",""
"4900530729","20020301","0","94.86","0",""
"4900542003","20050701","0","1713.06","0",""
"4900542475","20101101","0","0","1020",""
"4900542476","20070301","0","0","2551.92",""
"4900542483","20070901","0","264.9","0",""
"4900535737","20070301","0","434.93","0",""
"4900540628","20070201","0","1.12","0",""
"4900534661","20070901","0","1830","2529.9",""
"4900534662","20070901","0","726.9","2649",""
"4900534667","20070901","0","738","426.9",""
"4900533702","20061001","0","16.12","141.98",""
"4900533705","20070801","0","496","0",""
"4900533718","20070401","0","477.9","0",""
"4900535098","20070801","0","311.86","0",""
"4900533109","20040501","0","7.13","420.98",""
"4900533347","20000501","0","3169.13","17537.01",""
"4900533830","20070801","0","0","62",""
"4900542519","20070801","0","718.89","10145.06",""
"4900539091","20070901","0","162","0",""
"4900531545","20070801","0","663.09","0",""
"4900534785","20070901","0","339","525",""
"4900535532","20010901","0","3","0",""
"4900533551","20070801","0","1240","671.15",""
"4900539131","20070801","0","332.01","707.11",""
"4900539132","20070801","0","270.01","0",""
"4900539148","20070901","0","75.9","0",""
"4900541556","20070801","0","212.97","0",""
"4900539137","20041101","0","0","4290.9",""
"4900538895","20070901","0","456","3045",""
"4900539430","20070901","0","164.1","17.1",""
"4900539454","20070901","0","1020.9","453.9",""
"4900539087","20041001","0","0","2170",""
"4900538897","20070901","0","27","10134.9",""
"4900533541","20060401","0","0","3.9",""
"4900539156","20070801","0","2339.88","353.09",""
"4900533543","20070801","0","504.06","3308.94",""
"4900539165","20070801","0","1084.07","255.13",""
"4900539167","20070801","0",".93","1182.03",""
"4900533545","20070801","0","682.93","273.11",""
"4900540476","20070801","0","2648.95","841.03",""
"4900533546","20070801","0","1319.05","253.89",""
"4900534787","20070901","0","801","558",""
"4900535293","20070901","0","198","0",""
"4900538903","20070901","0","252","0",""
"4900535294","20070901","0","384","0",""
"4900534625","20070901","0","2850","4181.1",""
"4900539181","20070901","0","57.9","3234",""
"4900534636","20070301","0","26.97","0",""
"4900552514","20070901","0","0","12879.9",""
"4900542204","20070401","0","312.9","152.1",""
"4900539883","20070801","0","902.1","4681",""
"4900543899","20070801","0","1865.89","0",""
"4900539245","20070901","0","3522.9","9980.1",""
"4900539247","20070901","0","2463.9","0",""
"4900543900","20070601","0","584.1","0",""
"4900539249","20060901","0","93.9","0",""
"4900539330","20041101","0","3.9","93",""
"4900551583","20070801","0",".93","0",""
"4900539332","20070801","0","0","2399.09",""
"4900539334","20070701","0","5.89","0",""
"4900539335","20070801","0","330.15","0",""
"4900539336","20070701","0","0","101.99",""
"4900539328","20050701","0","0","2608.03",""
"4900539346","20050501","0","0","1722.05",""
"4900539347","20060301","0","53.01","217",""
"4900531416","20070801","0","415.09","0",""
"4900544967","20061001","0","965.03","0",""
"4900535077","20070801","0","525.14","0",""
"4900540144","20070901","0","483","0",""
"4900539333","20070801","0","17.98","0",""
"4900539176","20070901","0",".9","7734",""
"4900539086","20070901","0","660.9","900",""
"4900541935","20070901","0","750.9","215.1",""
"4900541557","20070801","0","581.87","0",""
"4900540358","20070601","0","2.1","0",""
"4900540211","20070801","0","792.98","1288.05",""
"4900540212","20070801","0","2692.04","1493.89",""
"4900542074","20070401","0","0","3.9",""
"4900542076","20070301","0","0","9.92",""
"4900531417","20070801","0","734.08","0",""
"4900531418","20070801","0","2754.04","0",""
"4900545304","20070401","0","6.9","0",""
"4900545305","20070801","0","495.07","0",""
"4900545306","20070801","0","48.05","0",""
"4900542004","20050401","0","1388.1","0",""
"4900539091","20040501","0","218.86","565.13",""
"4900539114","20070901","0","605.1","356.1",""
"4900545858","20070801","0","17.05","0",""
"4900540376","20070901","0","789.9","189",""
"4900540377","20070901","0","1067.1","0",""
"4900546688","20070701","0",".93","0",""
"4900542770","20070801","0","612.87","673.94",""
"4900541558","20070801","0","469.96","389.05",""
"4900547262","20070801","0","700.91","584.04",""
"4900534576","20070801","0","1070.12","1023",""
"4900535474","20070701","0","465.93","0",""
"4900542805","20070801","0","439.89","598.92",""
"4900535343","20070801","0","269.08","261.95",""
"4900534460","20070801","0","217.93","0",""
"4900542831","20140801","0","115.01","0",""
"4900542820","20070801","0","585.9","0",""
"4900542825","20040101","0","2459.85","10209.85",""
"4900542828","20060301","0","2275.09","960.07",""
"4900542829","20070801","0","1129.02","0",""
"4900542834","20070801","0","41.85","1673.07",""
"4900542835","20060601","0","570","611.1",""
"4900542836","20060301","0","1142.97","1367.1",""
"4900542837","20060601","0","482.1","365.1",""
"4900540147","20060301","0","1837.06","3286",""
"4900540915","20070801","0","655.03","0",""
"4900542852","20060301","0","919.15","0",""
"4900531432","20070801","0","448.88","0",""
"4900532450","20070901","0","381","0",""
"4900542861","20070901","0","1287.9","837",""
"4900542862","20070901","0","165","0",""
"4900540759","20070901","0","2.1","0",""
"4900542864","20070801","0","1253.02","1541.94",""
"4900546614","20041201","0","0","133.92",""
"4900542756","20070801","0","2279.12","5093.92",""
"4900542772","20070801","0","345.03","1372.06",""
"4900542774","20070801","0","933.1","801.04",""
"4900542776","20070801","0","5377.88","4374.1",""
"4900541452","20070801","0","305.04","0",""
"4900538727","20140801","0","478.02","0",""
"4900539612","20070801","0","456.01","655.96",""
"4900539617","20060601","0","129","558",""
"4900535428","20070801","0","291.09","0",""
"4900539620","20070801","0","142.91","999.13",""
"4900539622","20060601","0","0","1212",""
"4900539621","20070801","0","752.06","0",""
"4900539629","20070801","0","4.03","0",""
"4900539623","20070801","0","8.06","0",""
"4900539628","20070101","0","17.05","0",""
"4900539903","20070801","0","4.03","497.86",""
"4900535969","20070801","0","707.11","0",""
"4900535970","20060301","0","443.92","0",""
"4900535971","20070801","0","928.14","0",""
"4900537472","20070301","0","0","2249.98",""
"4900539644","20060501","0","182.9","450.12",""
"4900539645","20060601","0","20.1","0",""
"4900532503","20070801","0","2059.02","27235.98",""
"4900534884","20070801","0","162.13","0",""
"4900534885","20070801","0","392.15","0",""
"4900539660","20070901","0","489","819.9",""
"4900539666","20070901","0","171.9","0",""
"4900539675","20070901","0","734.1","1499.1",""
"4900539672","20070901","0","0","644.1",""
"4900539676","20070901","0","341.1","6618",""
"4900539116","20070901","0","426","411",""
"4900539117","20070901","0","522.9","4314.9",""
"4900539139","20070901","0","1263.9","1491",""
"4900539677","20070901","0","1245","5141.1",""
"4900539682","20070901","0","1137","1989.9",""
"4900534423","20070601","0","96.9","0",""
"4900534798","20070701","0","17.98","0",""
"4900534800","20021201","0","26.97","173.91",""
"4900534425","20070701","0","190.03","0",""
"4900534801","20070701","0","4.03","0",""
"4900540359","20070401","0","72.9","0",""
"4900540360","20070801","0","0","75.95",""
"4900540361","20060101","0","155.93","882.88",""
"4900540362","20070801","0","124.93","620.93",""
"4900540549","20070801","0","420.05",".93",""
"4900540645","20070801","0","1403.99","0",""
"4900540646","20070801","0","1625.02","0",""
"4900539742","20060801","0","98.89","0",""
"4900539743","20070801","0","40.92","0",""
"4900537915","20070801","0","550.87","0",""
"4900539757","20070901","0","162.9","0",""
"4900539758","20070901","0","105.9","3765.9",""
"4900539759","20070901","0","270.9","0",""
"4900540647","20070801","0","41.85","0",""
"4900539768","20040301","0","186","0",""
"4900539769","20031001","0","44.02","0",""
"4900539772","20041101","0","45","276",""
"4900539774","20070801","0","1018.04","5297.9",""
"4900539776","20050301","0","416.95","1581",""
"4900539777","20070801","0","797.01","1059.89",""
"4900539801","20031001","0","26.97","0",""
"4900539541","20070801","0","761.05","0",""
"4900539647","20070701","0","67.89","0",""
"4900539839","20120801","0","0","33453.03",""
"4900531434","20070801","0","100.13","248",""
"4900531435","20070801","0","293.88","0",""
"4900540148","20070301","0",".93","0",""
"4900531468","20070801","0","88.04","0",""
"4900531470","20070801","0","729.12","0",""
"4900539865","20070401","0","30.9","0",""
"4900537475","20070301","0","0","2489.92",""
"4900538861","20070801","0","986.11","0",""
"4900538862","20070801","0","320.85","0",""
"4900538863","20070801","0","530.1","0",""
"4900539887","20070801","0","609.15","667.12",""
"4900541125","20070801","0","4651.86","5020.14",""
"4900543181","20070901","0","2.1","0",""
"4900543182","20070901","0","537","0",""
"4900543183","20070201","0","428.96","0",""
"4900531928","20070901","0","303.9","116.1",""
"4900531930","20070901","0","512.1","144.9",""
"4900531931","20070901","0","12","116.1",""
"4900531932","20070901","0","75","144.9",""
"4900542116","20020801","0","0","18919.92",""
"4900541267","20020501","0","0","1644.86",""
"4900541268","20020801","0","0","3339.94",""
"4900541270","20020901","0","0","1635",""
"4900542124","20070801","0","1810.09","6059.88",""
"4900535295","20060401","0","0","30",""
"4900541063","20060401","0",".9","0",""
"4900539974","20050401","0","0","417",""
"4900540429","20070801","0","287.06","3171.92",""
"4900541290","20070801","0","736.87","1085.93",""
"4900540425","20050601","0","0","125.1",""
"4900541294","20070801","0","2168.14","1558.06",""
"4900542563","20070901","0","1052.1","0",""
"4900542564","20070901","0","767.1","0",""
"4900542570","20070901","0","974.1","0",""
"4900541564","20070801","0","733.15","150.04",""
"4900543133","20070801","0","191.89","0",""
"4900545576","20070801","0","452.91","2170",""
"4900542023","20060101","0","685.1","0",""
"4900542582","20070801","0","490.11","0",""
"4900542583","20060101","0","2227.97","0",""
"4900542585","20070801","0","676.11","0",""
"4900542587","20070801","0","700.91","0",""
"4900542597","20070801","0","2210.92","785.85",""
"4900542603","20070801","0","5.89","0",""
"4900542604","20070801","0","109.12","0",""
"4900542605","20061201","0","85.87","0",""
"4900542606","20070201","0","1.12","0",""
"4900542611","20040901","0","27.9","0",""
"4900542612","20040901","0","69","0",""
"4900542613","20070801","0","2532.08","0",""
"4900542614","20070601","0","0","2199.9",""
"4900542615","20050901","0","5.1","0",""
"4900542616","20040901","0","69","3",""
"4900542617","20070801","0","2399.09","0",""
"4900542621","20070701","0","1111.97","31",""
"4900542622","20070701","0","1784.98","31",""
"4900542631","20061201","0","1461.96","0",""
"4900532784","20030201","0","309.12","0",""
"4900542637","20070301","0","5.89","0",""
"4900542638","20041101","0","2.1","0",""
"4900542639","20070801","0","748.03","0",""
"4900542647","20020701","0","9.92","0",""
"4900542640","20050601","0","15","0",""
"4900533461","20070801","0","128.96","0",""
"4900533462","20070801","0","225.06","0",""
"4900533463","20070801","0",".93","0",""
"4900542608","20070101","0","31.93","0",""
"4900542632","20031201","0","4.96","0",""
"4900542633","20061101","0","0","543",""
"4900542634","20030601","0","2.1","300",""
"4900542635","20050601","0",".9","0",""
"4900542649","20060801","0","30.07","0",""
"4900542642","20020301","0","83.08","0",""
"4900542670","20070101","0","168.02","0",""
"4900535475","20070801","0","537.85","903.03",""
"4900535476","20070501","0","35.03","0",""
"4900535477","20070801","0","39.06","0",""
"4900540922","20070801","0","2028.95","153.14",""
"4900542693","20040201","0","947.14","2703.96",""
"4900542693","20070801","0","2727.07","4765.01",""
"4900542696","20040301","0","906.13","1195.98",""
"4900542696","20040101","0","1384.15","2545.1",""
"4900542696","20070801","0","1643","11345.07",""
"4900542698","20070801","0","8008.85","7770.15",""
"4900542698","20040201","0","5061.95","4195.14",""
"4900542698","20040301","0","8198.88","10965.01",""
"4900542700","20040401","0","1371","4625.1",""
"4900542700","20070801","0","3892.98","7677.15",""
"4900542700","20040301","0","1195.05","6599.9",""
"4900542701","20040101","0","7839.9","11150.08",""
"4900543184","20070601","0","0","5490",""
"4900534925","20030801","0","79.05","10392.13",""
"4900534926","20070801","0","163.06","0",""
"4900539906","20070801","0","224.13","1151.96",""
"4900539907","20070801","0","579.08","1663.15",""
"4900539914","20070801","0","154.07","443.92",""
"4900539919","20070801","0","429.04","217",""
"4900539916","20070801","0","833.9","722.92",""
"4900541134","20070801","0","2273.85","1579.14",""
"4900539917","20070801","0","473.06","526.07",""
"4900537469","20061001","0","0","110.05",""
"4900537470","20070801","0","0","1395",""
"4900534928","20070801","0","0","2790",""
"4900534992","20070501","0","128.96","0",""
"4900541292","20070801","0","996.03","847.85",""
"4900540426","20050601","0","0","644.1",""
"4900541299","20070801","0","1932.85","4500.89",""
"4900541356","20070801","0","1916.11","1811.95",""
"4900541293","20070801","0","186","496.93",""
"4900539956","20050301","0","5150.03","1061.13",""
"4900540648","20070801","0","1.86","0",""
"4900540629","20070501","0","3.1","0",""
"4900535723","20060501","0","30.07","0",""
"4900540630","20070801","0","1573.87","0",""
"4900539971","20070501","0","0","49.91",""
"4900540432","20060401","0","633.9","900",""
"4900540431","20060901","0","2.1","0",""
"4900540433","20070801","0","154.07","496",""
"4900531099","20040801","0","88.04","0",""
"4900540149","20070901","0","2349.9","4896",""
"4900540190","20070801","0","1553.1","0",""
"4900540191","20070801","0","3281.04","512.12",""
"4900539998","20070801","0","1018.04","3219.04",""
"4900540001","20070801","0","4.96","1523.96",""
"4900540002","20070801","0","682","1382.91",""
"4900540003","20070801","0","671.15","1110.11",""
"4900540004","20070801","0","163.06","0",""
"4900540798","20040901","0","1844.1","5325",""
"4900540015","20070801","0","1466.92","485.15",""
"4900540546","20070801","0","1517.14","2864.09",""
"4900540022","20070801","0","2252.15","0",""
"4900552522","20070901","0","125.1","1073.1",""
"4900552524","20070901","0","866.1","717",""
"4900538864","20070801","0","251.1","3090.08",""
"4900538877","20070901","0","41.1","0",""
"4900538878","20060701","0","62.93","0",""
"4900540213","20070801","0","1364.93","1204.04",""
"4900540223","20040701","0","0","4202.05",""
"4900546990","20070201","0","3.08","0",""
"4900544260","20070801","0","1226.05","0",""
"4900540237","20070801","0","0","101.06",""
"4900537223","20070801","0","13.02","0",""
"4900537471","20070801","0","198.09","930",""
"4900537484","20050901","0","189","0",""
"4900537485","20060801","0","25.11","0",""
"4900532971","20070901","0","1395.9","0",""
"4900544968","20070801","0","1077.87","3038",""
"4900540192","20070801","0","878.85","0",""
"4900540253","20070801","0","1735.07","0",""
"4900532092","20070801","0","208.94","0",""
"4900544956","20070801","0","1997.95","3799.98",""
"4900540250","20070801","0","221.96","0",""
"4900540262","20070901","0","488.1","0",""
"4900532095","20060701","0","107.88","0",""
"4900540303","20051201","0","221.96","0",""
"4900540302","20020401","0","129.9","1560",""
"4900540301","20040201","0","35.09","0",""
"4900548116","20070801","0","682.93","0",""
"4900537916","20070801","0","744","0",""
"4900537917","20070801","0","951.08","0",""
"4900537919","20070801","0","1555.89","0",""
"4900537920","20070801","0","2289.97","0",""
"4900548117","20070801","0","268.15","0",""
"4900540294","20070101","0","27.9","0",""
"4900540295","20070801","0","920.08","0",""
"4900540296","20070801","0","310.93","0",""
"4900540297","20070801","0","184.14","0",""
"4900540298","20070801","0","456.94","4401.07",""
"4900540299","20070801","0","718.89","0",""
"4900540300","20070801","0","654.1","0",""
"4900540314","20070801","0","804.14","0",""
"4900540308","20021001","0","70.06","0",""
"4900540304","20020201","0","386.96","0",""
"4900540305","20051201","0","1.86","0",""
"4900540306","20021201","0","339.14","20.15",""
"4900540307","20060201","0","304.08","0",""
"4900537487","20070701","0","57.97","4509.88",""
"4900534993","20060501","0",".93","0",""
"4900534994","20070801","0","866.14","300.08",""
"4900540315","20070801","0","840.1","0",""
"4900540321","20020601","0","1134","0",""
"4900540322","20020601","0","1860.9","4329.9",""
"4900535230","20030101","0","9.92","0",""
"4900540324","20070801","0","455.08","0",""
"4900540329","20050701","0","13.95","0",""
"4900540330","20070801","0","311.86","0",""
"4900540484","20070901","0","1080","0",""
"4900540379","20031001","0","0","925.97",""
"4900540383","20070901","0","1386","0",""
"4900540486","20070901","0","3","0",""
"4900540384","20070901","0","570.9","0",""
"4900540387","20070901","0","354","480",""
"4900541463","20070801","0","669.91","659.06",""
"4900541464","20070801","0","0","6262",""
"4900541665","20050701","0","408.89","0",""
"4900540999","20070801","0","1341.99","0",""
"4900541001","20061001","0","0","12754.02",""
"4900543699","20070901","0","857.1","2610",""
"4900539456","20070901","0","1410","389.1",""
"4900540378","20070901","0","573.9","0",""
"4900540385","20070901","0","3","420",""
"4900543363","20070801","0","1212.1","1457",""
"4900540485","20070901","0","378.9","0",""
"4900540487","20070601","0","5.1","1002",""
"4900540386","20070901","0","993","1356.9",""
"4900540391","20070901","0","570","0",""
"4900540392","20070901","0","723","515.1",""
"4900545162","20070901","0",".9","768",""
"4900545161","20070901","0","1998","1359.9",""
"4900531305","20011001","0","836.07","0",""
"4900533221","20070901","0","393","0",""
"4900533250","20070901","0","612","705",""
"4900533251","20070901","0","326.1","2240.1",""
"4900544954","20070801","0","255.13","4600.09",""
"4900539149","20070901","0",".9","0",""
"4900540395","20070901","0","834.9","300",""
"4900539150","20070901","0","803.1","1511.1",""
"4900539176","20040901","0","0","5808",""
"4900534995","20070801","0","80.91","0",""
"4900538216","20070801","0","1591.85","7400.01",""
"4900535367","20070801","0","0","3100",""
"4900538217","20070801","0","132.99","404.86",""
"4900540427","20040901","0","81","0",""
"4900541358","20070801","0","787.09","1291.15",""
"4900540428","20050301","0","1722.98","457.87",""
"4900540434","20070801","0","497.86","775",""
"4900540436","20070701","0","4.96","0",""
"4900540437","20070601","0","72.9","594",""
"4900540438","20070901","0","1280.1","50.1",""
"4900540439","20070901","0","245.1","1152.9",""
"4900540396","20070901","0","5.1","0",""
"4900540397","20070901","0","759","536.1",""
"4900540448","20050901","0",".9","0",""
"4900540460","20070601","0","2.1","0",""
"4900540461","20070801","0","362.08","14778.01",""
"4900540462","20070801","0","319.92","548.08",""
"4900540498","20070801","0","634.88","0",""
"4900540499","20070801","0","646.97","0",""
"4900540872","20070801","0","10.85","0",""
"4900540473","20070801","0","832.97","0",""
"4900540479","20070901","0","227.1","0",""
"4900540480","20070601","0","362.1","0",""
"4900540489","20070901","0","3","0",""
"4900540589","20070901","0","1778.1","158.1",""
"4900540488","20070901","0","1268.1","0",""
"4900540490","20070901","0","398.1","0",""
"4900540494","20070801","0","556.14","0",""
"4900540495","20070801","0","517.08","0",""
"4900540496","20070801","0","222.89","0",""
"4900540873","20070701","0","8.99","0",""
"4900540510","20070801","0","0","965.03",""
"4900540511","20070801","0","488.87","0",""
"4900540512","20070801","0","1103.91","1031.06",""
"4900540513","20070801","0","731.91","1346.02",""
"4900540526","20070801","0","1681.13","110.05",""
"4900540517","20070801","0","435.86","2798.06",""
"4900540521","20070801","0","125.86","240.87",""
"4900540527","20070801","0","2595.01","1346.02",""
"4900540522","20070801","0","1451.11","1997.02",""
"4900540537","20070801","0","8.99","0",""
"4900539487","20070901","0","1295.1","0",""
"4900534767","20070301","0","0","10026.02",""
"4900539460","20040701","0","194.99","1509.08",""
"4900539510","20070801","0","13.02","0",""
"4900539512","20070801","0","18.91","323.02",""
"4900539514","20070801","0","1061.13","1553.1",""
"4900539524","20070801","0","616.9","0",""
"4900539525","20070801","0","1225.12","0",""
"4900539526","20070801","0","894.04","270.01",""
"4900539527","20070801","0","1178.93","0",""
"4900539995","20070801","0","132.99","1620.06",""
"4900540026","20070801","0","1926.03","0",""
"4900540027","20060401","0","2.1","0",""
"4900540028","20030701","0","39.06","8.06",""
"4900541668","20070801","0","76.88","801.04",""
"4900533486","20070801","0","212.04","0",""
"4900541669","20070801","0","727.88","420.05",""
"4900542715","20070801","0","804.14","0",""
"4900542716","20070701","0","0","70.06",""
"4900543023","20070801","0","1856.9","554.9",""
"4900539563","20040701","0","21.08","0",""
"4900539565","20010801","0","4.03","0",""
"4900539566","20020701","0","17.05","0",""
"4900535877","20070801","0","0","1186.99",""
"4900536656","20110801","0","0","845.99",""
"4900536657","20110801","0","0","585.9",""
"4900540829","20070801","0","842.89","0",""
"4900540193","20070801","0","519.87","14270.85",""
"4900540578","20070501","0","12.09","0",""
"4900540579","20070501","0","178.87","0",""
"4900540870","20070101","0","0","22318.14",""
"4900540874","20070801","0","460.97","0",""
"4900540875","20070801","0","1368.03","0",""
"4900540888","20031101","0","342.9","0",""
"4900539701","20070801","0","1597.12","133.92",""
"4900539725","20070801","0","1549.07","6716.15",""
"4900540881","20060501","0","93","0",""
"4900540889","20031101","0","342.9","0",""
"4900540890","20031101","0","342.9","0",""
"4900540891","20031101","0","342.9","0",""
"4900544770","20020901","0","353.1","0",""
"4900540896","20020901","0","1311.9","1461",""
"4900540897","20070801","0","758.88","0",""
"4900540898","20070801","0","1343.85","889.08",""
"4900540897","20020901","0","2166.9","1947.9",""
"4900535689","20070801","0","819.02","0",""
"4900535690","20070801","0","289.85","0",""
"4900535691","20070801","0","341","0",""
"4900535692","20070801","0","863.97","0",""
"4900535693","20070801","0","9.92","0",""
"4900534129","20070501","0","34.1","0",""
"4900534130","20070801","0","725.09","0",""
"4900541027","20070801","0","620","0",""
"4900540923","20070801","0","1120.03","299.15",""
"4900540924","20070801","0","1577.9","88.04",""
"4900537933","20070801","0","1966.02","0",""
"4900540927","20060801","0","31","0",""
"4900540947","20070801","0","2281.91","3516.02",""
"4900540194","20070801","0","1865.89","0",""
"4900540195","20060201","0","96.88","0",""
"4900540948","20070801","0","1151.96","0",""
"4900537643","20021201","0","31.93","481.12",""
"4900541144","20070801","0","2242.85","0",""
"4900541147","20070801","0","2236.96","0",""
"4900541152","20070801","0","1006.88","0",""
"4900541153","20070801","0","779.03","0",""
"4900541184","20070801","0","340.07","249.86",""
"4900541188","20070801","0","642.01","118.11",""
"4900541202","20070801","0","928.14","5035.02",""
"4900541187","20070801","0","463.14","141.98",""
"4900541189","20070801","0","279","550.87",""
"4900541190","20070801","0","902.1","58.9",""
"4900541191","20070801","0","246.14","247.07",""
"4900541247","20070801","0","558.93","48.05",""
"4900535694","20070801","0","738.11","0",""
"4900535695","20070701","0","7.13","0",""
"4900541005","20060901","0","72.9","0",""
"4900541007","20070801","0","1045.94","0",""
"4900541009","20070801","0","594.89","1240.93",""
"4900541013","20070801","0","44.02","0",""
"4900541015","20070801","0","1032.92","0",""
"4900541016","20070801","0","592.1","0",""
"4900541017","20070801","0","1170.87","0",""
"4900534131","20070501","0","177.01","0",""
"4900534132","20030701","0","155","0",""
"4900534133","20070801","0","34.1","0",""
"4900540925","20070801","0","1408.95","0",""
"4900541038","20070801","0","1176.14","689.13",""
"4900541039","20070801","0","1102.05","140.12",""
"4900541033","20070801","0","4.03","0",""
"4900541034","20070801","0","176.08","0",""
"4900547619","20070701","0","129.89","0",""
"4900541071","20070901","0","1080","0",""
"4900541072","20070901","0","1305.9","134.1",""
"4900541073","20070901","0","1488.9","0",""
"4900541075","20070901","0","914.1","42",""
